giorno,mese,turno,pasto,nome_ricetta,kcal,ingredienti_principali,uova_albume,latticini_conteggiati,proteine_g,fibre_g,modificato_vs_phase_c
120,Dicembre,D5,Pranzo,Pasta e piselli con porro,445.5,piselli cotti · porro · pasta secca,NO,NO,15.8,10.3,NO
120,Dicembre,D5,Spuntino,Mais e tonno in coppetta,138.4,mais dolce sgocciolato · tonno al naturale sgocciolato,NO,NO,18.3,2.2,SI
120,Dicembre,D5,Cena,Pollo con patate e spinaci,754.9,patate · spinaci · petto di pollo,NO,NO,50.4,12.3,NO
121,Gennaio,D1,Colazione,"Kefir, avena, castagne e mandarino",418.2,kefir naturale · mandarini o clementine · castagne arrostite,NO,NO,15.5,8.9,SI
121,Gennaio,D1,Spuntino,Pane di segale con tonno e indivia,170.4,tonno al naturale sgocciolato · indivia · pane di segale,NO,NO,19.4,3.9,SI
121,Gennaio,D1,Pranzo,Riso basmati con polpo e indivia,476.6,polpo · indivia · riso basmati secco,NO,NO,31.6,5.7,SI
121,Gennaio,D1,Spuntino,Mini panino bianco con bresaola,132.8,pane integrale · bresaola,NO,NO,12.8,2.3,NO
121,Gennaio,D1,Cena,Noodles di riso con pollo e finocchi,430.7,finocchi · petto di pollo · cavolfiore,NO,NO,32.6,7.2,NO
122,Gennaio,D2,Colazione,Budino di riso casalingo e frutta,326.4,latte parzialmente scremato · mela · riso basmati secco,NO,NO,10.9,3.7,NO
122,Gennaio,D2,Pranzo,Riso jasmine con ceci e zucca,468.7,zucca · ceci cotti e sgocciolati · riso jasmine secco,NO,NO,13.7,7.6,NO
122,Gennaio,D2,Pasto preturno,Filetto di maiale con polenta e sedano rapa,472.8,sedano rapa · filetto di maiale · farina di mais per polenta,NO,NO,34.5,4.3,NO
122,Gennaio,D2,Spuntino notturno,Frutta e nocciole,123.4,kiwi · nocciole,NO,NO,2.5,4.4,NO
122,Gennaio,D2,Spuntino notturno,Yogurt bianco e banana,158.8,yogurt bianco naturale · banana,NO,NO,6.0,2.3,NO
122,Gennaio,D2,Mini-pasto pre-sonno,Latte e gallette di riso,161.7,latte parzialmente scremato · gallette di riso,NO,NO,8.0,0.7,NO
123,Gennaio,D3,Brunch,"Brunch completo con farro, manzo e radicchio",687.9,manzo magro · radicchio · farro secco,NO,NO,50.1,8.3,NO
123,Gennaio,D3,Spuntino,Gallette di riso con burro di arachidi e banana,281.4,banana · gallette di riso · burro di arachidi 100%,NO,NO,7.3,4.2,NO
123,Gennaio,D3,Cena,Pasta con polpo e cavolo cappuccio,468.2,polpo · cavolo cappuccio · pasta secca,NO,NO,35.6,5.7,SI
124,Gennaio,D4,Colazione,"Yogurt bianco, corn flakes e banana",337.4,yogurt bianco naturale · banana · fiocchi di mais semplici,NO,NO,10.6,4.3,NO
124,Gennaio,D4,Spuntino,Crackers con sardine,190.0,sardine · crackers classici,NO,NO,14.3,0.6,SI
124,Gennaio,D4,Pranzo,Pasta e ceci con finocchi,451.5,finocchi · ceci cotti e sgocciolati · pasta secca,NO,NO,16.2,11.4,NO
124,Gennaio,D4,Spuntino,Mini panino con bresaola e carote,204.9,carote · pane bianco comune · bresaola,NO,NO,15.7,3.5,NO
124,Gennaio,D4,Cena,Couscous con pollo e carote,471.5,carote · petto di pollo · couscous di semola secco,NO,NO,32.2,6.4,NO
125,Gennaio,D5,Colazione,Kefir con fette classiche e confettura,390.6,kefir naturale · chicchi di melagrana · fette biscottate classiche,NO,NO,12.6,6.0,NO
125,Gennaio,D5,Spuntino,Kefir e frutta,150.1,kefir naturale · mela,NO,NO,5.6,3.1,NO
125,Gennaio,D5,Pranzo,Salmone nordico con patate e cavolfiore,446.6,cavolfiore · patate · salmone,NO,NO,31.2,6.1,NO
125,Gennaio,D5,Spuntino,Piccola porzione di lupini e frutta,159.1,chicchi di melagrana · lupini scolati,NO,NO,9.8,6.2,NO
125,Gennaio,D5,Cena,Coniglio con riso basmati e bietole,468.7,bietole · coniglio disossato · riso basmati secco,NO,NO,34.9,3.7,NO
126,Gennaio,D1,Colazione,"Latte, corn flakes e frutta",347.2,latte parzialmente scremato · mela · fiocchi di mais semplici,NO,NO,12.4,4.9,NO
126,Gennaio,D1,Spuntino,Latte e frutta,156.9,latte parzialmente scremato · pera,NO,NO,6.5,4.0,NO
126,Gennaio,D1,Pranzo,Orata con patate e carote,436.4,patate · carote · orata,NO,NO,38.4,9.1,NO
126,Gennaio,D1,Spuntino,Mini panino con tacchino e spinaci,177.3,spinaci · pane bianco comune · fesa di tacchino a fette,NO,NO,13.9,2.8,NO
126,Gennaio,D1,Cena,Manzo magro con polenta e carote,477.7,carote · manzo magro · farina di mais per polenta,NO,NO,31.6,6.6,NO
127,Gennaio,D2,Colazione,"Pane di segale, burro di arachidi e pera",305.3,pera · pane di segale · burro di arachidi 100%,NO,NO,9.6,7.4,NO
127,Gennaio,D2,Pranzo,Pasta e cannellini con cavolfiore,432.9,cavolfiore · cannellini cotti e sgocciolati · pasta secca,NO,NO,18.1,10.3,NO
127,Gennaio,D2,Pasto preturno,Farro con tonno e radicchio,404.8,radicchio · tonno al naturale sgocciolato · farro secco,NO,NO,34.5,5.5,NO
127,Gennaio,D2,Spuntino notturno,"Mais, cannellini e crackers",179.4,mais dolce sgocciolato · cannellini cotti e sgocciolati · crackers classici,NO,NO,8.5,6.0,SI
127,Gennaio,D2,Spuntino notturno,Mini panino con tacchino a fette,140.0,fesa di tacchino a fette · pane bianco comune,NO,NO,12.0,0.9,NO
127,Gennaio,D2,Mini-pasto pre-sonno,Kefir con banana e pistacchi,243.5,kefir naturale · banana · pistacchi non salati,NO,NO,9.5,3.6,NO
128,Gennaio,D3,Brunch,Brunch: Riso teriyaki delicato con tacchino e carciofi,500.7,carciofi · pompelmo · petto di tacchino,NO,NO,39.9,12.2,NO
128,Gennaio,D3,Spuntino,Yogurt con frutti di bosco e nocciole,238.7,"yogurt bianco naturale · frutti di bosco, anche surgelati · nocciole",NO,NO,9.2,6.5,NO
128,Gennaio,D3,Cena,"Brunch completo con polenta, manzo e broccoli",724.4,manzo magro · broccoli · farina di mais per polenta,NO,NO,45.2,7.4,NO
129,Gennaio,D4,Colazione,"Uova strapazzate, pane bianco e frutta",355.0,arancia · uovo · spinaci ben cotti,SI,NO,20.3,6.2,NO
129,Gennaio,D4,Spuntino,Banana e latte,171.8,latte parzialmente scremato · banana,NO,NO,7.0,2.6,NO
129,Gennaio,D4,Pranzo,Patate con salmone e finocchi,466.9,patate · finocchi · salmone,NO,NO,24.5,10.0,NO
129,Gennaio,D4,Spuntino,Crackers classici con hummus delicato,197.2,arancia · hummus semplice senza spezie piccanti · crackers classici,NO,NO,5.1,5.3,NO
129,Gennaio,D4,Cena,Riso basmati con piselli e zucca,430.6,zucca · piselli cotti · riso basmati secco,NO,NO,13.1,8.4,NO
130,Gennaio,D5,Colazione,Fette integrali con burro di arachidi e confettura,284.1,fette biscottate integrali · confettura di frutta · burro di arachidi 100%,NO,NO,7.9,3.6,NO
130,Gennaio,D5,Spuntino,Kefir e fette classiche,161.8,kefir naturale · fette biscottate classiche,NO,NO,7.4,0.5,NO
130,Gennaio,D5,Pranzo,Pasta con nasello e zucca,447.8,zucca · nasello · pasta secca,NO,NO,31.4,3.0,NO
130,Gennaio,D5,Spuntino,Latte piccolo,69.0,latte parzialmente scremato,NO,NO,5.0,0.0,NO
130,Gennaio,D5,Cena,"Brunch completo con couscous, tacchino e spinaci",676.6,petto di tacchino · spinaci · couscous di semola secco,NO,NO,54.8,6.3,NO
131,Gennaio,D1,Colazione,"Pane integrale, burro di arachidi e banana",323.4,banana · pane integrale · burro di arachidi 100%,NO,NO,10.4,7.0,NO
131,Gennaio,D1,Spuntino,Mais e tonno in coppetta,138.4,mais dolce sgocciolato · tonno al naturale sgocciolato,NO,NO,18.3,2.2,SI
131,Gennaio,D1,Pranzo,Pasta e borlotti con verza,433.4,verza · borlotti cotti e sgocciolati · pasta secca,NO,NO,18.3,11.4,NO
131,Gennaio,D1,Spuntino,Pane integrale con hummus e spinaci,222.2,spinaci · hummus semplice senza spezie piccanti · pane integrale,NO,NO,10.7,8.0,NO
131,Gennaio,D1,Cena,Filetto di maiale con polenta e carote,474.7,carote · filetto di maiale · farina di mais per polenta,NO,NO,33.8,6.6,NO
132,Gennaio,D2,Colazione,Yogurt con avena e mela,305.6,yogurt bianco naturale · mela · fiocchi d'avena,NO,NO,13.1,6.6,NO
132,Gennaio,D2,Pranzo,Coniglio con riso basmati e finocchi,472.1,finocchi · coniglio disossato · riso basmati secco,NO,NO,33.5,5.5,NO
132,Gennaio,D2,Pasto preturno,Merluzzo con patate e bietole,449.0,patate · bietole · merluzzo,NO,NO,39.9,8.3,NO
132,Gennaio,D2,Spuntino notturno,Patata dolce e kefir,158.2,patata dolce · kefir naturale,NO,NO,5.4,3.6,SI
132,Gennaio,D2,Spuntino notturno,Yogurt bianco e banana,158.8,yogurt bianco naturale · banana,NO,NO,6.0,2.3,NO
132,Gennaio,D2,Mini-pasto pre-sonno,Frutta e mandorle,120.4,pera · mandorle,NO,NO,2.2,5.0,NO
133,Gennaio,D3,Brunch,Brunch: Salmone nordico con patate e cavolfiore,610.3,patate · cavolfiore · salmone,SI,NO,42.6,10.7,NO
133,Gennaio,D3,Spuntino,Kefir e frutta,155.7,kefir naturale · kiwi,NO,NO,6.6,3.6,NO
133,Gennaio,D3,Cena,Tacchino con riso basmati e bietole,699.9,bietole · petto di tacchino · pane bianco comune,NO,NO,47.3,6.4,NO
134,Gennaio,D4,Colazione,"Pane di segale, tonno e patata dolce",395.6,patata dolce · tonno al naturale sgocciolato · pane di segale,NO,NO,27.8,7.1,SI
134,Gennaio,D4,Spuntino,Piccola porzione di lupini e frutta,128.4,mandarini o clementine · lupini scolati,NO,NO,8.8,3.7,NO
134,Gennaio,D4,Pranzo,Pasta e fave con carciofi,421.6,carciofi · fave cotte · pasta secca,NO,NO,17.2,11.1,NO
134,Gennaio,D4,Spuntino,Latte e frutta,151.7,latte parzialmente scremato · mandarini o clementine,NO,NO,7.0,2.3,NO
134,Gennaio,D4,Cena,Polenta con merluzzo e cavolo nero,467.8,cavolo nero · merluzzo · farina di mais per polenta,NO,NO,33.2,7.7,NO
135,Gennaio,D5,Colazione,Kefir con fette classiche e confettura,358.6,kefir naturale · mela · fette biscottate classiche,NO,NO,10.9,4.3,NO
135,Gennaio,D5,Spuntino,Mini panino con bresaola e carote,204.9,carote · pane bianco comune · bresaola,NO,NO,15.7,3.5,NO
135,Gennaio,D5,Pranzo,Filetto di maiale con polenta e zucca,438.9,zucca · filetto di maiale · farina di mais per polenta,NO,NO,34.0,2.5,NO
135,Gennaio,D5,Spuntino,Latte e gallette di riso,161.7,latte parzialmente scremato · gallette di riso,NO,NO,8.0,0.7,NO
135,Gennaio,D5,Cena,Riso teriyaki delicato con tacchino e carciofi,454.3,carciofi · petto di tacchino · radicchio,NO,NO,38.6,9.6,NO
136,Gennaio,D1,Colazione,Porridge piccolo con frutta cotta,294.7,latte parzialmente scremato · arancia · fiocchi d'avena,NO,NO,13.3,6.4,NO
136,Gennaio,D1,Spuntino,Pane di segale con sgombro e radicchio,206.9,radicchio · sgombro · pane di segale,NO,NO,13.3,2.6,SI
136,Gennaio,D1,Pranzo,Riso jasmine con ceci e zucca,468.7,zucca · ceci cotti e sgocciolati · riso jasmine secco,NO,NO,13.7,7.6,NO
136,Gennaio,D1,Spuntino,Frutta in porzione piccola,89.0,banana,NO,NO,1.1,2.6,NO
136,Gennaio,D1,Cena,Salmone nordico con patate e cavolfiore,477.4,patate · cavolfiore · salmone,NO,NO,32.0,7.0,NO
137,Gennaio,D2,Colazione,Semolino al latte con frutta,341.5,latte parzialmente scremato · pera · semolino di frumento,NO,NO,12.7,6.0,NO
137,Gennaio,D2,Pranzo,Branzino con polenta e finocchi,399.9,branzino · finocchi · farina di mais per polenta,NO,NO,36.0,6.2,NO
137,Gennaio,D2,Pasto preturno,Pasta con pollo e radicchio,453.5,radicchio · petto di pollo · pasta secca,NO,NO,33.9,3.5,NO
137,Gennaio,D2,Spuntino notturno,Uovo sodo e crackers,148.9,uovo · crackers classici,SI,NO,7.9,0.5,NO
137,Gennaio,D2,Spuntino notturno,Crackers classici con hummus delicato,235.7,chicchi di melagrana · hummus semplice senza spezie piccanti · crackers classici,NO,NO,6.0,7.0,NO
137,Gennaio,D2,Mini-pasto pre-sonno,Mini panino bianco con bresaola,132.8,pane integrale · bresaola,NO,NO,12.8,2.3,NO
138,Gennaio,D3,Brunch,Pasta e lenticchie con carote,427.5,carote · lenticchie cotte e sgocciolate · pasta secca,NO,NO,16.0,11.3,NO
138,Gennaio,D3,Spuntino,Fette integrali con burro di arachidi e confettura,284.1,fette biscottate integrali · confettura di frutta · burro di arachidi 100%,NO,NO,7.9,3.6,NO
138,Gennaio,D3,Cena,Pollo con patate e spinaci,754.9,patate · spinaci · petto di pollo,NO,NO,50.4,12.3,NO
139,Gennaio,D4,Colazione,"Yogurt bianco, corn flakes e banana",337.4,yogurt bianco naturale · banana · fiocchi di mais semplici,NO,NO,10.6,4.3,NO
139,Gennaio,D4,Spuntino,Crackers con sardine,190.0,sardine · crackers classici,NO,NO,14.3,0.6,SI
139,Gennaio,D4,Pranzo,Pollo con patate e carciofi,435.9,patate · carciofi · petto di pollo,NO,NO,39.2,12.9,NO
139,Gennaio,D4,Spuntino,Kefir con banana e pistacchi,243.5,kefir naturale · banana · pistacchi non salati,NO,NO,9.5,3.6,NO
139,Gennaio,D4,Cena,"Bowl coreana delicata con manzo, riso e broccoli",425.2,broccoli · manzo magro · carciofi,NO,NO,35.6,10.1,NO
140,Gennaio,D5,Colazione,Yogurt con avena e pera,311.6,yogurt bianco naturale · pera · fiocchi d'avena,NO,NO,13.2,7.4,NO
140,Gennaio,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,4.2,0.0,NO
140,Gennaio,D5,Pranzo,"Pranzo leggero con tacchino, pane e spinaci",439.0,spinaci · petto di tacchino · pane integrale,NO,NO,39.7,8.4,NO
140,Gennaio,D5,Spuntino,Frutta e mandorle,100.9,pompelmo · mandorle,NO,NO,2.7,3.1,NO
140,Gennaio,D5,Cena,"Brunch completo con couscous, salmone e zucca",721.8,zucca · salmone · couscous di semola secco,NO,NO,38.3,3.5,NO
141,Gennaio,D1,Colazione,"Pane integrale, burro di arachidi e banana",323.4,banana · pane integrale · burro di arachidi 100%,NO,NO,10.4,7.0,NO
141,Gennaio,D1,Spuntino,"Mais, cannellini e crackers",179.4,mais dolce sgocciolato · cannellini cotti e sgocciolati · crackers classici,NO,NO,8.5,6.0,SI
141,Gennaio,D1,Pranzo,Pasta e ceci con broccoli,473.5,broccoli · ceci cotti e sgocciolati · pasta secca,NO,NO,19.4,11.9,NO
141,Gennaio,D1,Spuntino,Mais e tonno in coppetta,138.4,mais dolce sgocciolato · tonno al naturale sgocciolato,NO,NO,18.3,2.2,SI
141,Gennaio,D1,Cena,Manzo magro con pane bianco e cavolfiore,461.7,cavolfiore · manzo magro · pane integrale,NO,NO,36.5,8.2,NO
142,Gennaio,D2,Colazione,Budino di riso casalingo e frutta,332.9,latte parzialmente scremato · pera · riso basmati secco,NO,NO,11.0,4.6,NO
142,Gennaio,D2,Pranzo,Sogliola con riso e sedano rapa,443.4,sogliola · sedano rapa · riso basmati secco,NO,NO,38.6,3.5,NO
142,Gennaio,D2,Pasto preturno,Farro con tonno e radicchio,404.8,radicchio · tonno al naturale sgocciolato · farro secco,NO,NO,34.5,5.5,NO
142,Gennaio,D2,Spuntino notturno,Yogurt con frutti di bosco e nocciole,238.7,"yogurt bianco naturale · frutti di bosco, anche surgelati · nocciole",NO,NO,9.2,6.5,NO
142,Gennaio,D2,Spuntino notturno,Kefir e fette classiche,161.8,kefir naturale · fette biscottate classiche,NO,NO,7.4,0.5,NO
142,Gennaio,D2,Mini-pasto pre-sonno,Mini panino con tacchino a fette,140.0,fesa di tacchino a fette · pane bianco comune,NO,NO,12.0,0.9,NO
143,Gennaio,D3,Brunch,Riso basmati con piselli e zucca,430.6,zucca · piselli cotti · riso basmati secco,NO,NO,13.1,8.4,SI
143,Gennaio,D3,Spuntino,Gallette di riso con burro di arachidi e banana,281.4,banana · gallette di riso · burro di arachidi 100%,NO,NO,7.3,4.2,NO
143,Gennaio,D3,Cena,"Brunch completo con farro, manzo e radicchio",687.9,manzo magro · radicchio · farro secco,NO,NO,50.1,8.3,NO
144,Gennaio,D4,Colazione,"Pane di segale, tonno e patata dolce",395.6,patata dolce · tonno al naturale sgocciolato · pane di segale,NO,NO,27.8,7.1,SI
144,Gennaio,D4,Spuntino,Kefir e frutta,150.1,kefir naturale · mela,NO,NO,5.6,3.1,NO
144,Gennaio,D4,Pranzo,Pasta con tacchino e carciofi,489.5,carciofi · petto di tacchino · pasta secca,NO,NO,37.7,10.2,NO
144,Gennaio,D4,Spuntino,Latte e gallette di riso,161.7,latte parzialmente scremato · gallette di riso,NO,NO,8.0,0.7,NO
144,Gennaio,D4,Cena,Filetto di maiale con polenta e carote,474.7,carote · filetto di maiale · farina di mais per polenta,NO,NO,33.8,6.6,NO
145,Gennaio,D5,Colazione,Semolino al latte con frutta,341.5,latte parzialmente scremato · pera · semolino di frumento,NO,NO,12.7,6.0,NO
145,Gennaio,D5,Spuntino,Mini panino con bresaola e carote,204.9,carote · pane bianco comune · bresaola,NO,NO,15.7,3.5,NO
145,Gennaio,D5,Pranzo,Couscous con gamberi e broccoli,445.9,broccoli · gamberi · couscous di semola secco,NO,NO,36.0,5.8,NO
145,Gennaio,D5,Spuntino,Crackers classici con hummus delicato,197.2,arancia · hummus semplice senza spezie piccanti · crackers classici,NO,NO,5.1,5.3,NO
145,Gennaio,D5,Cena,Pasta e lenticchie con passata e spinaci,436.3,passata di pomodoro · spinaci · lenticchie cotte e sgocciolate,NO,NO,19.3,11.7,NO
146,Gennaio,D1,Colazione,Kefir con fette classiche e confettura,365.1,kefir naturale · pera · fette biscottate classiche,NO,NO,11.1,5.2,NO
146,Gennaio,D1,Spuntino,Yogurt bianco e banana,158.8,yogurt bianco naturale · banana,NO,NO,6.0,2.3,NO
146,Gennaio,D1,Pranzo,Coniglio con riso basmati e finocchi,481.0,finocchi · coniglio disossato · riso basmati secco,NO,NO,33.5,5.5,NO
146,Gennaio,D1,Spuntino,Piccola porzione di lupini e frutta,159.1,chicchi di melagrana · lupini scolati,NO,NO,9.8,6.2,NO
146,Gennaio,D1,Cena,Couscous marocchino delicato con tacchino e finocchi,452.7,finocchi · petto di tacchino · cavolfiore,NO,NO,37.3,8.4,NO
147,Gennaio,D2,Colazione,Yogurt con avena e mela,305.6,yogurt bianco naturale · mela · fiocchi d'avena,NO,NO,13.1,6.6,NO
147,Gennaio,D2,Pranzo,Orata con patate e carote,436.4,patate · carote · orata,NO,NO,38.4,9.1,NO
147,Gennaio,D2,Pasto preturno,Filetto di maiale con polenta e sedano rapa,472.8,sedano rapa · filetto di maiale · farina di mais per polenta,NO,NO,34.5,4.3,NO
147,Gennaio,D2,Spuntino notturno,Frutta e nocciole,123.4,kiwi · nocciole,NO,NO,2.5,4.4,NO
147,Gennaio,D2,Spuntino notturno,Latte e frutta,151.7,latte parzialmente scremato · mandarini o clementine,NO,NO,7.0,2.3,NO
147,Gennaio,D2,Mini-pasto pre-sonno,Pane integrale con hummus e spinaci,222.2,spinaci · hummus semplice senza spezie piccanti · pane integrale,NO,NO,10.7,8.0,NO
148,Gennaio,D3,Brunch,"Brunch completo con pane integrale, salmone e radicchio",733.8,salmone · pane integrale · radicchio,NO,NO,44.3,10.2,NO
148,Gennaio,D3,Spuntino,Fette integrali con burro di arachidi e confettura,284.1,fette biscottate integrali · confettura di frutta · burro di arachidi 100%,NO,NO,7.9,3.6,NO
148,Gennaio,D3,Cena,Pasta e ceci con finocchi,451.5,finocchi · ceci cotti e sgocciolati · pasta secca,NO,NO,16.2,11.4,NO
149,Gennaio,D4,Colazione,Pancake di farina 00 e ricotta,385.1,pompelmo · latte parzialmente scremato · uovo,SI,SI,18.1,3.3,NO
149,Gennaio,D4,Spuntino,Frutta e mandorle,120.4,pera · mandorle,NO,NO,2.2,5.0,NO
149,Gennaio,D4,Pranzo,Kofte di tacchino delicati con riso e bietole,452.2,bietole · petto di tacchino · riso basmati secco,NO,NO,41.1,3.8,NO
149,Gennaio,D4,Spuntino,Mini panino bianco con bresaola,138.1,pane bianco comune · bresaola,NO,NO,12.6,0.9,NO
149,Gennaio,D4,Cena,Couscous marocchino delicato con tacchino e bietole,487.7,bietole · petto di tacchino · cavolfiore,NO,NO,39.9,6.7,NO
150,Gennaio,D5,Colazione,"Yogurt bianco, corn flakes e frutta",224.4,yogurt bianco naturale · arancia · fiocchi di mais semplici,NO,NO,7.8,3.6,NO
150,Gennaio,D5,Spuntino,Mini panino con tacchino e spinaci,177.3,spinaci · pane bianco comune · fesa di tacchino a fette,NO,NO,13.9,2.8,NO
150,Gennaio,D5,Pranzo,Riso integrale con fave e cavolo cappuccio,408.9,cavolo cappuccio · fave cotte · riso integrale secco,NO,NO,12.9,10.4,SI
150,Gennaio,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,4.2,0.0,NO
150,Gennaio,D5,Cena,"Brunch completo con polenta, merluzzo e cavolo nero",708.5,merluzzo · cavolo nero · farina di mais per polenta,NO,NO,46.4,8.2,NO
151,Febbraio,D1,Colazione,"Latte, corn flakes e frutta",386.4,latte parzialmente scremato · banana · fiocchi di mais semplici,NO,NO,13.3,4.9,NO
151,Febbraio,D1,Spuntino,Kefir e fette classiche,161.8,kefir naturale · fette biscottate classiche,NO,NO,7.4,0.5,NO
151,Febbraio,D1,Pranzo,Farro con tonno e radicchio,404.8,radicchio · tonno al naturale sgocciolato · farro secco,NO,NO,34.5,5.5,NO
151,Febbraio,D1,Spuntino,Ricotta e frutta,149.2,mandarini o clementine · ricotta vaccina,NO,SI,5.9,2.3,NO
151,Febbraio,D1,Cena,Pasta al ragù leggero di manzo,501.1,passata di pomodoro · manzo magro · carote,NO,NO,31.1,6.1,NO
152,Febbraio,D2,Colazione,"Pane integrale, burro di arachidi e banana",323.4,banana · pane integrale · burro di arachidi 100%,NO,NO,10.4,7.0,NO
152,Febbraio,D2,Pranzo,Nasello con pane bianco e radicchio,424.2,nasello · radicchio · pane integrale,NO,NO,43.0,6.2,NO
152,Febbraio,D2,Pasto preturno,Pasta e fave con cavolo nero,443.6,cavolo nero · fave cotte · pasta secca,NO,NO,19.7,10.9,SI
152,Febbraio,D2,Spuntino notturno,Kefir e frutta,150.1,kefir naturale · mela,NO,NO,5.6,3.1,NO
152,Febbraio,D2,Spuntino notturno,Latte e gallette di riso,161.7,latte parzialmente scremato · gallette di riso,NO,NO,8.0,0.7,NO
152,Febbraio,D2,Mini-pasto pre-sonno,Crackers integrali con hummus e carote,282.8,carote · hummus semplice senza spezie piccanti · crackers integrali,NO,NO,8.7,8.2,NO
153,Febbraio,D3,Brunch,Brunch: Riso teriyaki delicato con tacchino e carciofi,500.7,carciofi · pompelmo · petto di tacchino,NO,NO,39.9,12.2,NO
153,Febbraio,D3,Spuntino,Kefir con banana e pistacchi,243.5,kefir naturale · banana · pistacchi non salati,NO,NO,9.5,3.6,NO
153,Febbraio,D3,Cena,"Brunch completo con polenta, manzo e broccoli",724.4,manzo magro · broccoli · farina di mais per polenta,NO,NO,45.2,7.4,NO
154,Febbraio,D4,Colazione,Porridge piccolo con frutta cotta,294.7,latte parzialmente scremato · arancia · fiocchi d'avena,NO,NO,13.3,6.4,NO
154,Febbraio,D4,Spuntino,Crackers classici con hummus delicato,210.2,pera · hummus semplice senza spezie piccanti · crackers classici,NO,NO,4.5,6.2,NO
154,Febbraio,D4,Pranzo,Couscous con gamberi e broccoli,445.9,broccoli · gamberi · couscous di semola secco,NO,NO,36.0,5.8,NO
154,Febbraio,D4,Spuntino,Piccola porzione di lupini e frutta,132.7,kiwi · lupini scolati,NO,NO,9.1,5.0,NO
154,Febbraio,D4,Cena,Filetto di maiale con patate e spinaci,458.6,patate · spinaci · filetto di maiale,NO,NO,38.2,8.8,NO
155,Febbraio,D5,Colazione,"Yogurt bianco, corn flakes e banana",337.4,yogurt bianco naturale · banana · fiocchi di mais semplici,NO,NO,10.6,4.3,NO
155,Febbraio,D5,Spuntino,Pane integrale con hummus e spinaci,222.2,spinaci · hummus semplice senza spezie piccanti · pane integrale,NO,NO,10.7,8.0,NO
155,Febbraio,D5,Pranzo,Tacchino con pane bianco e zucca,451.7,zucca · petto di tacchino · pane integrale,NO,NO,40.2,6.1,NO
155,Febbraio,D5,Spuntino,Mini panino con tacchino a fette,140.0,fesa di tacchino a fette · pane bianco comune,NO,NO,12.0,0.9,NO
155,Febbraio,D5,Cena,Pasta e ceci con broccoli,473.5,broccoli · ceci cotti e sgocciolati · pasta secca,NO,NO,19.4,11.9,NO
156,Febbraio,D1,Colazione,Colazione leggera con latte e fette classiche,269.9,latte parzialmente scremato · pompelmo · fette biscottate classiche,NO,NO,10.1,2.8,NO
156,Febbraio,D1,Spuntino,Mini panino con bresaola e carote,204.9,carote · pane bianco comune · bresaola,NO,NO,15.7,3.5,NO
156,Febbraio,D1,Pranzo,Orata con patate e bietole,450.2,patate · bietole · orata,NO,NO,40.8,7.7,NO
156,Febbraio,D1,Spuntino,Yogurt con frutti di bosco e nocciole,238.7,"yogurt bianco naturale · frutti di bosco, anche surgelati · nocciole",NO,NO,9.2,6.5,NO
156,Febbraio,D1,Cena,Riso teriyaki delicato con tacchino e carciofi,454.3,carciofi · petto di tacchino · radicchio,NO,NO,38.6,9.6,NO
157,Febbraio,D2,Colazione,Kefir con fette classiche e confettura,345.6,kefir naturale · pompelmo · fette biscottate classiche,NO,NO,11.6,3.3,NO
157,Febbraio,D2,Pranzo,Patate con salmone e finocchi,466.9,patate · finocchi · salmone,NO,NO,24.5,10.0,NO
157,Febbraio,D2,Pasto preturno,Riso jasmine con piselli e carciofi,424.0,piselli cotti · carciofi · riso jasmine secco,NO,NO,13.7,11.5,NO
157,Febbraio,D2,Spuntino notturno,Mini panino bianco con bresaola,138.1,pane bianco comune · bresaola,NO,NO,12.6,0.9,NO
157,Febbraio,D2,Spuntino notturno,Frutta e mandorle,100.9,pompelmo · mandorle,NO,NO,2.7,3.1,NO
157,Febbraio,D2,Mini-pasto pre-sonno,Crackers e ricotta,151.7,ricotta vaccina · crackers classici,NO,SI,5.8,0.6,NO
158,Febbraio,D3,Brunch,"Brunch completo con couscous, tacchino e spinaci",676.6,petto di tacchino · spinaci · couscous di semola secco,NO,NO,54.8,6.3,NO
158,Febbraio,D3,Spuntino,Gallette di riso con burro di arachidi e banana,281.4,banana · gallette di riso · burro di arachidi 100%,NO,NO,7.3,4.2,NO
158,Febbraio,D3,Cena,Pasta con salmone e porro,502.6,porro · salmone · pasta secca,NO,NO,26.6,3.8,NO
159,Febbraio,D4,Colazione,Semolino al latte con frutta,341.5,latte parzialmente scremato · pera · semolino di frumento,NO,NO,12.7,6.0,NO
159,Febbraio,D4,Spuntino,Pane bianco e uovo sodo,151.0,uovo · pane bianco comune,SI,NO,8.8,0.8,NO
159,Febbraio,D4,Pranzo,Pollo con polenta e zucca,413.7,zucca · petto di pollo · farina di mais per polenta,NO,NO,35.3,2.5,NO
159,Febbraio,D4,Spuntino,Kefir con kiwi e semi di zucca,228.1,kefir naturale · kiwi · semi di zucca,NO,NO,10.6,4.2,SI
159,Febbraio,D4,Cena,Pasta e cannellini con cavolfiore,432.9,cavolfiore · cannellini cotti e sgocciolati · pasta secca,NO,NO,18.1,10.3,NO
160,Febbraio,D5,Colazione,"Yogurt bianco, corn flakes e frutta",231.6,yogurt bianco naturale · mandarini o clementine · fiocchi di mais semplici,NO,NO,7.7,2.9,NO
